,marka,seri,model,paket,yil,fiyat,sira,paket_label,seri_label
334,citroen,c4,1.4-vti,attraction,2011.0,11.652696102959753,1,1,2
335,citroen,c4,1.6,sx,2007.5,11.37029452995069,1,1,3
336,citroen,c4,1.6-e-hdi,confort-plus,2013.0,11.80932691294063,1,1,4
337,citroen,c4,1.6-e-hdi,confort,2012.0,11.83863282480007,1,2,4
338,citroen,c4,1.6-e-hdi,exclusive,2012.0,12.086727554246746,1,3,4
339,citroen,c4,1.6-hdi,sx,2007.0,11.302216779257382,1,1,5
340,citroen,c4,1.6-hdi,attraction,2012.5,11.673689416419009,1,2,5
341,citroen,c4,1.6-hdi,sx-pk,2009.0,11.820417517632333,1,3,5
342,citroen,c4,1.6-hdi,confort,2012.0,11.845827048676645,1,4,5
343,citroen,c4-grand-picasso,1.6-bluehdi,intensive,2014.0,12.487488878546145,1,1,1
344,citroen,c4-grand-picasso,1.6-hdi,1,2008.0,11.596816144310951,1,1,2
345,citroen,c4-picasso,1.6-bluehdi,feel,2017.0,12.437188334739655,1,1,1
346,citroen,c4-picasso,1.6-e-hdi,intensive,2015.0,12.141539457711714,1,1,2
347,citroen,c4-picasso,1.6-hdi,sx-pk,2009.0,11.967187086434018,1,1,3
348,citroen,c5,1.6-e-hdi,dynamique,2011.0,11.845827048676645,1,1,1
349,citroen,c5,1.6-e-hdi,confort,2012.6666666666667,11.91103693456627,1,2,1
350,citroen,c5,1.6-e-hdi,executive,2013.0,12.100717685412471,1,3,1
351,citroen,c5,1.6-hdi,sx-pk,2008.0,11.497809095879047,1,1,2
352,citroen,c5,1.6-hdi,sx,2009.0,11.499506933004767,1,2,2
353,citroen,c5,1.6-hdi,confort,2011.0,11.652696102959753,1,3,2
354,citroen,c5,1.6-hdi,executive,2012.0,11.674202123168433,1,4,2
355,citroen,saxo,1.4,sx,1998.5,10.59470288115854,1,1,1
356,citroen,saxo,1.5d,sx,2000.0,10.463131911491967,1,1,2
357,citroen,saxo,1.6,vts,1999.5,10.770607183760596,1,1,3
358,citroen,saxo,1.6,sx,1997.5,10.822267129967416,1,2,3
359,citroen,xsara,1.4,hdi,2004.0,11.06665398721974,1,1,1
360,citroen,xsara,1.6,sx,2000.0,11.042937835596494,1,1,2
361,citroen,xsara,picasso-2.0,hdi,2004.0,11.152687036498403,1,1,3
362,dacia,lodgy,1.5-dci,laureate,2014.5,11.694838556389255,1,1,1
363,dacia,lodgy,1.5-dci,stepway,2018.0,12.110392897443903,1,2,1
364,dacia,logan,1.4,ambiance,2007.5,11.286807085562831,1,1,1
365,dacia,logan,1.5-dci,ambiance,2009.0,11.192673787040658,1,1,2
366,dacia,logan,1.5-dci-mcv,ambiance,2014.6666666666667,11.82591703287175,1,1,3
367,dacia,logan,1.6-mcv,ambiance,2008.5,11.501557201534442,1,1,4
368,dacia,sandero,0.9-tce,stepway-easy-r,2018.0,11.997135987421153,1,1,1
369,dacia,sandero,0.9-tce,turbo-stepway-easy-r,2020.0,12.10625783509458,1,2,1
370,dacia,sandero,1.0,ambiance,2019.0,11.759793355371237,1,1,2
371,dacia,sandero,1.2,ambiance,2012.0,11.490178707974312,1,1,3
372,dacia,sandero,1.4,ambiance,2010.25,11.413459465262738,1,1,4
373,dacia,sandero,1.5-bluedci,stepway,2019.0,12.114510931441727,1,1,5
374,dacia,sandero,1.5-dci,ambiance,2013.0,11.54006386467122,1,1,6
375,dacia,sandero,1.5-dci,stepway,2015.4814814814815,11.901590234400047,1,2,6
376,daewoo,lanos,1.5,se,1998.0,10.703266939811954,1,1,1
377,daihatsu,copen,1.3,sport,2008.0,12.323860125621126,1,1,1
378,daihatsu,cuore,1.0,low-grade,2006.0,10.87806606028079,1,1,1
379,daihatsu,sirion,1.3,sporty,2005.0,11.211833885608513,1,1,1
380,ds-automobiles,ds-3,1.6-e-hdi,d-style,2013.0,11.921725007667265,1,1,1
381,ds-automobiles,ds-3,1.6-thp,d-sport,2010.75,11.763502679075998,1,1,2
382,ds-automobiles,ds-4,1.6-bluehdi,start-stop,2016.0,12.201065128819632,1,1,1
383,ds-automobiles,ds-4,1.6-e-hdi,d-sport,2013.5,11.97468410368097,1,1,2
384,ds-automobiles,ds-5,1.6-e-hdi,d-sport,2012.0,12.154784614286667,1,1,1
385,fiat,500-ailesi,500-1.0-hybrid,dolcevita,2021.0,12.449022745701502,1,1,1
386,fiat,500-ailesi,500-1.2,lounge,2010.0,11.686498764049247,1,1,2
387,fiat,500-ailesi,500-1.2,pop,2012.0,11.92829853158429,1,2,2
388,fiat,500-ailesi,500-1.4,lounge,2010.0,11.80932691294063,1,1,3
389,fiat,500-ailesi,500c-1.3-mjet,lounge,2010.0,11.884495917930655,1,1,4
390,fiat,500-ailesi,500l-1.3-mjet,popstar,2014.25,11.84407042997054,1,1,5
391,fiat,500-ailesi,500l-1.3-mjet,beats-edition,2014.0,12.066816325306588,1,2,5
392,fiat,500-ailesi,500l-1.3-mjet,rockstar,2014.6666666666667,12.224653939066526,1,3,5
393,fiat,500-ailesi,500l-1.4,cross-plus,2020.0,12.278397958261774,1,1,6
394,fiat,500-ailesi,500l-1.6-mjet,rockstar,2015.0,12.055255569732177,1,1,7
395,fiat,albea,1.2,active,2005.0,10.905974329106854,1,1,1
396,fiat,albea,1.2,el,2003.5,11.149096419938578,1,2,1
397,fiat,albea,1.2,hl,2003.5,11.192928950743937,1,3,1
398,fiat,albea,1.2,dynamic,2005.0,11.264476926102367,1,4,1
399,fiat,albea,1.3-multijet,active,2006.4,10.757924157061597,1,1,2
400,fiat,albea,1.3-multijet,sl,2005.0,10.92735203856985,1,2,2
401,fiat,albea,1.3-multijet,dynamic,2005.6666666666667,11.065090289695444,1,3,2
402,fiat,albea,1.4-fire,dynamic,2008.0,11.141876276228,1,1,3
403,fiat,albea,sole-1.3-multijet,premio-plus,2011.0,10.919641718763716,1,1,4
404,fiat,albea,sole-1.3-multijet,active,2010.6666666666667,11.112462823634855,1,2,4
405,fiat,albea,sole-1.3-multijet,dynamic,2009.6,11.145492864378536,1,3,4
406,fiat,albea,sole-1.3-multijet,premio,2009.6666666666667,11.390769130367211,1,4,4
407,fiat,albea,sole-1.4-fire,active,2008.0,10.905974329106854,1,1,5
408,fiat,albea,sole-1.4-fire,active-plus,2012.0,11.211833885608513,1,2,5
409,fiat,albea,sole-1.4-fire,premio-plus,2011.0,11.270866642542865,1,3,5
410,fiat,albea,sole-1.4-fire,dynamic,2007.5,11.287052583495587,1,4,5
411,fiat,albea,sole-1.4-fire,premio,2010.0,11.51293546492023,1,5,5
412,fiat,brava,1.6,elx,2000.6,10.955200388512845,1,1,1
413,fiat,brava,1.6,sx,2002.0,11.042937835596494,1,2,1
414,fiat,bravo,1.6,sx,2000.0,10.645448706505872,1,1,1
415,fiat,bravo,1.6-mjet,sport-style,2010.0,11.755879486687116,1,1,2
416,fiat,egea,1.0-firefly,urban,2021.0,12.280256686219182,1,1,1
417,fiat,egea,1.3-multijet,easy,2017.2459016393443,11.845109950883979,1,1,2
418,fiat,egea,1.3-multijet,easy-plus,2017.5,11.914264977052673,1,2,2
419,fiat,egea,1.3-multijet,urban,2016.888888888889,11.975864136552048,1,3,2
420,fiat,egea,1.3-multijet,easy-stil,2018.0,11.981371632001096,1,4,2
421,fiat,egea,1.3-multijet,lounge,2018.0,12.034696963475044,1,5,2
422,fiat,egea,1.3-multijet,urban-plus,2019.090909090909,12.110392897443903,1,6,2
423,fiat,egea,1.4-fire,easy-plus,2018.75,11.88573842226208,1,1,3
424,fiat,egea,1.4-fire,easy,2019.7407407407406,11.916729193751726,1,2,3
425,fiat,egea,1.4-fire,street,2019.0,11.951186847493476,1,3,3
426,fiat,egea,1.4-fire,urban-plus,2020.0,12.029926532359383,1,4,3
427,fiat,egea,1.4-fire,easy-stil,2020.5,12.043550956526515,1,5,3
428,fiat,egea,1.4-fire,mirror,2019.5,12.055238668615473,1,6,3
429,fiat,egea,1.4-fire,urban,2019.0833333333333,12.096494678389568,1,7,3
430,fiat,egea,1.4-fire,lounge,2020.375,12.18050349102834,1,8,3
431,fiat,egea,1.6-e-torq,urban,2016.0,11.923669331708025,1,1,4
432,fiat,egea,1.6-multijet,comfort,2016.909090909091,12.02874460037869,1,1,5
433,fiat,egea,1.6-multijet,easy-plus,2018.0,12.12541016250223,1,2,5
434,fiat,egea,1.6-multijet,urban,2018.0,12.128116509451258,1,3,5
435,fiat,egea,1.6-multijet,lounge,2017.25,12.134215023602447,1,4,5
436,fiat,egea,1.6-multijet,lounge-plus,2017.142857142857,12.141539457711714,1,5,5
437,fiat,egea,1.6-multijet,easy,2018.8333333333333,12.163252962366744,1,6,5
438,fiat,egea,1.6-multijet,mirror,2020.0,12.38212878217386,1,7,5
439,fiat,egea,1.6-multijet,urban-plus,2019.6,12.396697137361691,1,8,5
440,fiat,linea,1.3-multijet,actual-plus,2013.0,11.258046118484,1,1,1
441,fiat,linea,1.3-multijet,active,2010.3333333333333,11.274680966120778,1,2,1
442,fiat,linea,1.3-multijet,emotion-plus,2011.0,11.379340191956999,1,3,1
443,fiat,linea,1.3-multijet,active-plus,2012.3030303030303,11.418625774449598,1,4,1
444,fiat,linea,1.3-multijet,dynamic-plus,2011.0,11.507922973347437,1,5,1
445,fiat,linea,1.3-multijet,easy,2012.5555555555557,11.537627833610571,1,6,1
446,fiat,linea,1.3-multijet,pop,2015.1081081081081,11.587578288665387,1,7,1
447,fiat,linea,1.3-multijet,urban,2014.4285714285713,11.774527900858468,1,8,1
448,fiat,linea,1.4-fire,active-plus,2013.5,11.61276961245261,1,1,2
449,fiat,linea,1.4-fire,pop,2016.4,11.661354090741,1,2,2
450,fiat,linea,1.4-turbo,dynamic,2008.0,11.402005077384885,1,1,3
451,fiat,linea,1.6-multijet,easy,2014.0,11.51293546492023,1,1,4
452,fiat,linea,1.6-multijet,emotion-plus,2011.0,11.59783769451969,1,2,4
453,fiat,linea,1.6-multijet,active-plus,2012.0,11.599112335481124,1,3,4
454,fiat,linea,1.6-multijet,urban,2013.0,11.665655135642039,1,4,4
455,fiat,linea,1.6-multijet,lounge,2014.0,11.751671165393306,1,5,4
456,fiat,marea,1.6,sx,2000.0,10.736418414365376,1,1,1
457,fiat,marea,1.6,elx,2001.0,10.981063453138141,1,2,1
458,fiat,marea,1.6,liberty,2006.0,11.011506867993493,1,3,1
459,fiat,marea,1.6,exclusive,2003.0,11.156264806643742,1,4,1
460,fiat,palio,1.2,el-weekend,2002.0,10.463131911491967,1,1,1
461,fiat,palio,1.2,sl,2003.5,10.618031932421921,1,2,1
462,fiat,palio,1.2,s,2001.75,10.930687501437287,1,3,1
463,fiat,palio,1.2,el,2003.6666666666667,11.016423499492397,1,4,1
464,fiat,palio,1.2,go,2004.0,11.134603622683905,1,5,1
465,fiat,palio,1.2,el-speedgear,2004.0,11.251573687764477,1,6,1
466,fiat,palio,1.3-multijet,dynamic,2006.0,10.993748398115178,1,1,2
467,fiat,palio,1.3-multijet,active,2005.6666666666667,11.002116507732017,1,2,2
468,fiat,palio,1.3-multijet,active-sole,2008.0,11.088332652873927,1,3,2
469,fiat,palio,1.4,hl,1998.0,10.645448706505872,1,1,3
470,fiat,palio,1.4,el-weekend,2000.0,10.74916776346863,1,2,3
471,fiat,palio,1.4,el,1999.5,10.783115677638763,1,3,3
472,fiat,palio,1.4-fire,active-sole,2010.0,10.97679912709094,1,1,4
473,fiat,palio,1.4-fire,active,2006.0,11.13824656087758,1,2,4
474,fiat,palio,1.4-fire,dynamic-sole,2008.0,11.314486721293981,1,3,4
475,fiat,palio,1.6,hl-weekend,2000.0,10.736418414365376,1,1,5
476,fiat,palio,1.6,hl,1999.6666666666667,10.768506042432708,1,2,5
477,fiat,punto,1.3-multijet,shine,2004.0,10.933124826700707,1,1,1
478,fiat,punto,1.3-multijet,dynamic,2004.0,11.050111924969828,1,2,1
479,fiat,punto,1.3-multijet,lounge,2012.0,11.308370569092329,1,3,1
480,fiat,punto,1.3-multijet,easy,2012.5,11.43086753955054,1,4,1
481,fiat,punto,1.3-multijet,pop,2013.0,11.49273296168228,1,5,1
482,fiat,punto,1.3-multijet,popstar,2014.5,11.58622257651977,1,6,1
483,fiat,punto,1.4,easy-s-s,2012.0,11.289794413577894,1,1,2
484,fiat,punto,1.4,pop-s-s,2012.3333333333333,11.608244735642321,1,2,2
485,fiat,punto,1.4,popstar-s-s,2016.0,11.790564777297387,1,3,2
486,fiat,punto,1.4,lounge-s-s,2013.0,11.833547147812622,1,4,2
487,fiat,punto,evo-1.3-multijet,active,2012.0,11.523449062837617,1,1,3
488,fiat,punto,evo-1.3-multijet,dynamic,2011.3333333333333,11.715874472198905,1,2,3
489,fiat,punto,evo-1.4,active,2010.0,11.445727410406752,1,1,4
490,fiat,punto,evo-1.4,fire-active,2011.0,11.66092296705356,1,2,4
491,fiat,punto,evo-1.4,dynamic,2011.0,11.733188720117678,1,3,4
492,fiat,punto,grande-1.2-s5,1,2011.0,11.39640288460621,1,1,5
493,fiat,punto,grande-1.3-multijet,dynamic,2006.6666666666667,11.335603389914535,1,1,6
494,fiat,punto,grande-1.3-multijet,active,2008.3333333333333,11.378702979511473,1,2,6
495,fiat,punto,grande-1.3-multijet,1.3-multijet,2011.0,11.510166786188588,1,3,6
496,fiat,punto,grande-1.4,fire-active,2008.0,10.941128284212754,1,1,7
497,fiat,punto,grande-1.4,fire-dynamic,2007.8,11.362114203075018,1,2,7
498,fiat,punto,grande-1.4,starjet-emotion,2006.0,11.37940550085183,1,3,7
499,fiat,punto,grande-1.4,fire-s-s,2011.0,11.798111925972618,1,4,7
500,fiat,siena,1.2,s,2000.5,10.555649104014382,1,1,1
501,fiat,siena,1.4,el,2001.0,10.725489582719506,1,1,2
502,fiat,siena,1.6,hl,1999.5,10.537691630927341,1,1,3
503,fiat,stilo,1.6,actual,2005.0,11.050905878263567,1,1,1
504,fiat,tempra,1.6,ie-slx,1997.0,10.768506042432708,1,1,1
505,fiat,tempra,1.6,sx-sw,1994.0,10.839600519357369,1,2,1
506,fiat,tempra,1.6,sx,1993.5,10.873704599469969,1,3,1
507,fiat,tempra,2.0,ie,1995.0,10.645448706505872,1,1,2
508,fiat,tipo,1.4,ie,1998.0,10.768506042432708,1,1,1
509,fiat,tipo,1.6,s,1995.0,10.55323128448846,1,1,2
510,fiat,tipo,1.6,slx,1995.5,10.696044639942873,1,2,2
511,fiat,tipo,1.6,slx-ie,1997.0,10.70101727068921,1,3,2
512,fiat,uno,1.4-ie,1,2001.0,10.396688774948379,1,1,1
513,fiat,uno,1.4-ie-s,1,1998.0,10.55843949396453,1,1,2
514,fiat,uno,1.4-ie-sx,1,1997.0,10.518700218288165,1,1,3
515,fiat,uno,70-s,1,1996.6666666666667,10.463131911491967,1,1,4
516,fiat,uno,70-sx,1,1997.0,10.275085591132715,1,1,5
517,ford,b-max,1.6,titanium,2016.0,11.884495917930655,1,1,1
518,ford,b-max,1.6,trend,2013.0,11.931642378754141,1,2,1
519,ford,c-max,1.5-tdci,titanium,2016.0,12.277234496413076,1,1,1
520,ford,c-max,1.5-tdci,trend,2016.0,12.34148164933907,1,2,1
521,ford,c-max,1.6,trend,2007.0,11.757319180979174,1,1,2
522,ford,c-max,1.6-tdci,ghia,2004.3333333333333,11.250274159310356,1,1,3
523,ford,c-max,1.6-tdci,trend,2009.0,11.776479798764388,1,2,3
524,ford,c-max,1.6-tdci,titanium,2010.0,11.911372671781194,1,3,3
525,ford,c-max,1.6-tdci,titanium-x,2013.0,12.055255569732177,1,4,3
526,ford,escort,1.6,clx,1997.5,10.563590672856053,1,1,1
527,ford,escort,1.6,ghia,1999.0,10.905974329106854,1,2,1
528,ford,fiesta,1.0-gtdi,titanium-x,2013.0,11.796230472032498,1,1,1
529,ford,fiesta,1.0-gtdi,titanium,2015.0,11.884495917930655,1,2,1
530,ford,fiesta,1.1,trend-x,2019.0,12.055255569732177,1,1,2
531,ford,fiesta,1.25,flair,2000.25,10.971976605800648,1,1,3
532,ford,fiesta,1.25,trend,2013.0,11.648901084578135,1,2,3
533,ford,fiesta,1.25,my-fiesta,2011.5,11.68421651737243,1,3,3
534,ford,fiesta,1.25,trend-x,2015.3333333333333,11.813037464800539,1,4,3
535,ford,fiesta,1.4,comfort,2005.6666666666667,11.264394738680686,1,1,4
536,ford,fiesta,1.4,ghia,2003.0,11.288543647320601,1,2,4
537,ford,fiesta,1.4,titanium-x,2011.0,11.603647259091396,1,3,4
538,ford,fiesta,1.4,titanium,2011.1666666666667,11.81097562304349,1,4,4
539,ford,fiesta,1.4,trend,2012.0,11.848690308590857,1,5,4
540,ford,fiesta,1.4-tdci,sport,2006.0,10.854199034612414,1,1,5
541,ford,fiesta,1.4-tdci,comfort,2006.1764705882354,11.225256725762893,1,2,5
542,ford,fiesta,1.4-tdci,my-fiesta,2011.0,11.476650494842993,1,3,5
543,ford,fiesta,1.4-tdci,trend,2011.0833333333333,11.608234405144916,1,4,5
544,ford,fiesta,1.4-tdci,titanium,2011.0,11.63694993564218,1,5,5
545,ford,fiesta,1.4-tdci,titanium-x,2011.3333333333333,11.752910311634777,1,6,5
546,ford,fiesta,1.5-tdci,trend,2013.642857142857,11.66919758082877,1,1,6
547,ford,fiesta,1.5-tdci,trend-x,2015.4285714285713,11.849404844423074,1,2,6
548,ford,fiesta,1.5-tdci,titanium,2013.5,11.893043076165352,1,3,6
549,ford,fiesta,1.5-tdci,titanium-x,2015.1666666666667,11.912765685384684,1,4,6
550,ford,fiesta,1.6,sport,2010.0,11.693169865968983,1,1,7
551,ford,fiesta,1.6,trend-x,2014.0,11.717913192263094,1,2,7
552,ford,fiesta,1.6,trend,2013.5,11.7702424314713,1,3,7
553,ford,fiesta,1.6,comfort,2006.0,11.771443882099637,1,4,7
554,ford,fiesta,1.6,titanium-x,2013.0,11.979805470779858,1,5,7
555,ford,fiesta,1.6,titanium,2015.0,12.013541498891804,1,6,7
556,ford,focus,1.5-tdci,style,2015.0,11.995357787034976,1,1,1
557,ford,focus,1.5-tdci,trend-x,2016.7142857142858,12.230282214644559,1,2,1
558,ford,focus,1.5-tdci,titanium,2017.1538461538462,12.355200841570044,1,3,1
559,ford,focus,1.5-tdci,st-line,2019.0,12.807655372286902,1,4,1
560,ford,focus,1.5-ti-vct,trend-x,2020.0,12.451530886423985,1,1,2
561,ford,focus,1.6,ambiente,2000.5,11.21348607982021,1,1,3
562,ford,focus,1.6,ghia,2001.6,11.309873802932902,1,2,3
563,ford,focus,1.6,trend,2007.0,11.626263078808801,1,3,3
564,ford,focus,1.6,comfort,2007.6666666666667,11.660781533760842,1,4,3
565,ford,focus,1.6,titanium,2010.0,11.719947764402807,1,5,3
566,ford,focus,1.6,collection,2011.0,11.798111925972618,1,6,3
567,ford,focus,1.6,trend-x,2009.0,11.835016210489899,1,7,3
568,ford,focus,1.6,titanium-x,2010.0,11.938199736300925,1,8,3
569,ford,focus,1.6-scti,titanium,2011.5,12.00607312402478,1,1,4
570,ford,focus,1.6-tdci,ghia,2006.111111111111,11.571203807011969,1,1,5
571,ford,focus,1.6-tdci,trend,2010.0714285714287,11.703010803818614,1,2,5
572,ford,focus,1.6-tdci,collection,2009.888888888889,11.711784520403112,1,3,5
573,ford,focus,1.6-tdci,comfort,2012.0,11.80381725061109,1,4,5
574,ford,focus,1.6-tdci,titanium-x,2010.6,11.870606902224587,1,5,5
575,ford,focus,1.6-tdci,titanium,2012.642857142857,11.982932219206198,1,6,5
576,ford,focus,1.6-tdci,style,2012.8333333333333,12.001210424947843,1,7,5
577,ford,focus,1.6-tdci,trend-x,2014.076923076923,12.034696963475044,1,8,5
578,ford,focus,1.6-ti-vct,trend-x,2014.3076923076924,12.081081821061819,1,1,6
579,ford,focus,1.6-ti-vct,style,2015.0,12.086731521684555,1,2,6
580,ford,focus,1.6-ti-vct,titanium,2014.0,12.08974167445313,1,3,6
581,ford,fusion,1.4-tdci,collection,2011.0,11.461642696843066,1,1,1
582,ford,fusion,1.4-tdci,comfort,2011.0,11.49782197939291,1,2,1
583,ford,fusion,1.6,1.6,2003.0,11.258046118484,1,1,2
584,ford,fusion,1.6,lux,2005.6666666666667,11.537627833610571,1,2,2
585,ford,grand-c-max,1.6-tdci,titanium,2013.0,12.128116509451258,1,1,1
586,ford,ka,1.3,1.3-collection,2000.0,10.725489582719506,1,1,1
587,ford,mondeo,1.5-ecoboost,style,2015.0,12.349042254070202,1,1,1
588,ford,mondeo,1.5-ecoboost,titanium,2015.75,12.477772473401014,1,2,1
589,ford,mondeo,1.6,trend,2008.3333333333333,11.61503971721199,1,1,2
590,ford,mondeo,1.6,selective,2009.0,11.652696102959753,1,2,2
591,ford,mondeo,1.6,titanium,2009.0,11.847617546626807,1,3,2
592,ford,mondeo,1.6-tdci,titanium,2014.0,12.38380451915696,1,1,3
593,ford,mondeo,2.0,ghia,2002.5,11.04050007639172,1,1,4
594,ford,mondeo,2.0,trend,2006.0,11.308370569092329,1,2,4
595,ford,mondeo,2.0-tdci,ghia,2007.0,11.350418300109132,1,1,5
596,ford,mondeo,2.0-tdci,trend,2010.0,11.507922973347437,1,2,5
597,ford,mondeo,2.0-tdci,titanium,2011.3333333333333,11.98093553539167,1,3,5
598,ford,mondeo,2.0-tdci,style,2015.0,12.409017571151187,1,4,5
599,ford,sierra,2.0,gls,1993.0,10.55843949396453,1,1,1
600,ford,taunus,1.6,gt,1990.75,10.520341151873406,1,1,1
601,geely,emgrand,1.5,gsl-premium,2012.0,11.344518647594766,1,1,1
602,geely,emgrand,1.5,gsl-premium-sr,2012.0,11.402005077384885,1,2,1
603,honda,accord,2.0,sport,2004.0,11.471592923476377,1,1,1
604,honda,accord,2.0,executive,2010.0,12.128116509451258,1,2,1
605,honda,accord,2.2,ctdi,2006.0,11.390769130367211,1,1,2
606,honda,accord,2.4,executive,2003.6666666666667,11.711784520403112,1,1,3
607,honda,city,1.4,elite,2006.5,11.396387103876048,1,1,1
608,honda,city,1.4,comfort,2009.0,11.547336553476635,1,2,1
609,honda,city,1.4,es,2009.5,11.7191208666797,1,3,1
610,honda,city,1.5-i-vtec,elegance,2021.0,12.38735127076439,1,1,2
611,honda,city,1.5-i-vtec,executive,2021.0,12.427218202181711,1,2,2
612,honda,civic,1.4,i-s,1998.388888888889,11.170350046717186,1,1,1
613,honda,civic,1.5,ex,1993.8,10.686269748667398,1,1,2
614,honda,civic,1.5,el,1993.0,10.728919710907107,1,2,2
615,honda,civic,1.5-vtec,sport,2017.0,12.46807820148237,1,1,3
616,honda,civic,1.5-vtec,rs,2017.6666666666667,12.520887034998584,1,2,3
617,honda,civic,1.5-vtec,executive-plus,2019.5,12.614659539725919,1,3,3
618,honda,civic,1.5-vtec,sport-plus,2018.3333333333333,12.628070334272698,1,4,3
619,honda,civic,1.6,si,1995.0,11.062740149172154,1,1,4
620,honda,civic,1.6,i-es,1999.6666666666667,11.338513117504029,1,2,4
621,honda,civic,1.6,ls,2006.0,11.58989576532275,1,3,4
622,honda,civic,1.6,vti,1998.0,11.811183909893986,1,4,4
623,honda,civic,1.6,elegance,2020.0,12.639480363813412,1,5,4
624,honda,civic,1.6-vtec,ls,2004.4285714285713,11.608244735642321,1,1,5
625,honda,civic,1.6-vtec,es,2004.5217391304348,11.678439903447801,1,2,5
626,honda,civic,1.6i-dtec,executive,2018.0,12.425212191503038,1,1,6
627,honda,civic,1.6i-dtec,elegance,2018.2,12.524530013005734,1,2,6
628,honda,civic,1.6i-dtec,executive-plus,2019.0,12.744029856388185,1,3,6
629,honda,civic,1.6i-vtec,es,2003.0,11.338583982516495,1,1,7
630,honda,civic,1.6i-vtec,ls,2007.0,11.711784520403112,1,2,7
631,honda,civic,1.6i-vtec,dream,2009.0,11.773058709114713,1,3,7
632,honda,civic,1.6i-vtec,premium,2009.5833333333333,11.790385397520133,1,4,7
633,honda,civic,1.6i-vtec,elegance,2010.1,11.960812575102224,1,5,7
634,honda,civic,1.6i-vtec,eco-premium,2013.0,12.128116509451258,1,6,7
635,honda,civic,1.6i-vtec,black-edition,2015.0,12.271396795480596,1,7,7
636,honda,civic,1.6i-vtec,eco-elegance,2016.2037037037037,12.318288481205805,1,8,7
637,honda,civic,1.6i-vtec,executive,2018.0,12.481291883721733,1,9,7
638,honda,civic,1.6i-vtec,eco-executive,2018.3255813953488,12.506180941677357,1,10,7
639,honda,civic,2.0,type-r,2007.6,12.495007682693725,1,1,8
640,honda,integra,1.8,1,1991.0,10.804684950962628,1,1,1
641,honda,jazz,1.4,sport,2008.0,11.390769130367211,1,1,1
642,honda,jazz,1.4,elite,2007.0,11.640904193868016,1,2,1
643,honda,jazz,1.4,fun,2011.0,11.929008785412854,1,3,1
644,honda,jazz,1.4,joy,2012.0,11.931642378754141,1,4,1
645,hyundai,accent,1.3,gls,1999.0,10.633472802314019,1,1,1
646,hyundai,accent,1.3,ls,1998.0,10.639478682087963,1,2,1
647,hyundai,accent,1.3,lx,2000.1666666666667,10.989101577201131,1,3,1
648,hyundai,accent,1.3,admire,2005.6666666666667,11.218567827096358,1,4,1
649,hyundai,accent,1.5,gl,1999.5,10.876461555455496,1,1,2
650,hyundai,accent,1.5,gls,1998.3333333333333,11.050905878263567,1,2,2
651,hyundai,accent,1.5,1.5i-gls,1999.5,11.089091784098017,1,3,2
652,hyundai,accent,1.5,1.5i-gl,2000.75,11.133296610082724,1,4,2
653,hyundai,accent,1.5-crdi,admire,2005.3333333333333,11.15931666189178,1,1,3
654,hyundai,accent,1.6,admire,2005.0,11.313266479778829,1,1,4
655,hyundai,accent-blue,1.4-cvvt,mode,2012.5,11.703135575075795,1,1,1
656,hyundai,accent-blue,1.4-cvvt,mode-plus,2014.0,11.960817678718287,1,2,1
657,hyundai,accent-blue,1.4-d-cvvt,mode-plus,2015.8333333333333,11.95585795886438,1,1,2
658,hyundai,accent-blue,1.6-crdi,biz,2014.2307692307693,11.884495917930655,1,1,3
659,hyundai,accent-blue,1.6-crdi,prime,2014.0,11.89473511370542,1,2,3
660,hyundai,accent-blue,1.6-crdi,mode,2014.875,11.921526297523098,1,3,3
661,hyundai,accent-blue,1.6-crdi,mode-plus,2016.04,11.995357787034976,1,4,3
662,hyundai,accent-era,1.4,select,2010.0,11.314486721293981,1,1,1
663,hyundai,accent-era,1.4,start,2010.3333333333333,11.356283350762888,1,2,1
664,hyundai,accent-era,1.4,team,2008.95,11.522836680530073,1,3,1
665,hyundai,accent-era,1.4,mode,2011.5,11.795767534097141,1,4,1
666,hyundai,accent-era,1.4,expo-gold,2009.0,11.80560254159177,1,5,1
667,hyundai,accent-era,1.5-crdi,team,2010.0,11.352110928321133,1,1,2
668,hyundai,accent-era,1.5-crdi,start,2010.3333333333333,11.360950749348124,1,2,2
669,hyundai,accent-era,1.5-crdi,mode,2011.5,11.57663652449282,1,3,2
670,hyundai,accent-era,1.5-crdi,select,2010.0,11.593228237585246,1,4,2
671,hyundai,accent-era,1.5-crdi-vgt,select,2008.0,11.373674891823535,1,1,3
672,hyundai,accent-era,1.5-crdi-vgt,eco,2010.0,11.39640288460621,1,2,3
673,hyundai,accent-era,1.5-crdi-vgt,team,2009.7272727272727,11.437673762082719,1,3,3
674,hyundai,accent-era,1.6,select,2011.0,11.768970631841764,1,1,4
675,hyundai,atos,1.0,gls,2000.0,10.752590924862394,1,1,1
676,hyundai,atos,1.1,gls,2007.0,11.156162758329653,1,1,2
677,hyundai,elantra,1.6,gls,2004.25,11.538756839333175,1,1,1
678,hyundai,elantra,1.6-crdi,elite,2015.0,12.273735966890268,1,1,2
679,hyundai,elantra,1.6-crdi,elite-plus,2017.0,12.346202699067568,1,2,2
680,hyundai,elantra,1.6-d-cvvt,tune,2013.0,11.947374260198158,1,1,3
681,hyundai,elantra,1.6-d-cvvt,style,2015.25,12.078430554914974,1,2,3
